,crime,number,date,location,beat,neighborhood,npu,lat,long
6758,AUTO THEFT,123010748,10/27/2012,642 DARLINGTON RD NE,211,Peachtree Park,B,33.83265,-84.36645
6759,LARCENY-NON VEHICLE,123010764,10/27/2012,215 FORSYTH ST SW,512,Downtown,M,33.74799,-84.3973
6760,AUTO THEFT,123010891,10/27/2012,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164
6761,BURGLARY-RESIDENCE,123010966,10/27/2012,3989 WIEUCA RD NE,209,North Buckhead,B,33.86331,-84.36696
6762,LARCENY-FROM VEHICLE,123011017,10/27/2012,199 MITCHELL ST SW,512,Downtown,M,33.75181,-84.39404
6763,LARCENY-FROM VEHICLE,123011029,10/27/2012,475 OAKDALE RD NE,608,Candler Park,N,33.76732,-84.3416
6764,LARCENY-NON VEHICLE,123011047,10/27/2012,210 PEACHTREE ST NW,508,Downtown,M,33.75943,-84.38837
6765,ROBBERY-RESIDENCE,123011132,10/27/2012,337 FAIRBURN RD NW,111,Adamsville,H,33.76438,-84.50067
6766,BURGLARY-RESIDENCE,123011176,10/27/2012,2467 PEACHTREE RD NE,211,Peachtree Hills,B,33.82184,-84.3877
6767,LARCENY-FROM VEHICLE,123011214,10/27/2012,589 CAMERON ST SE,605,Grant Park,W,33.73834,-84.36544
6768,LARCENY-FROM VEHICLE,123011249,10/27/2012,1000 NORTHSIDE DR NW,501,Home Park,E,33.78196,-84.40835
6769,BURGLARY-RESIDENCE,123011250,10/27/2012,736 JONES AVE,103,English Avenue,L,33.76407,-84.4115
6770,LARCENY-FROM VEHICLE,123011262,10/27/2012,1599 MEMORIAL DR SE,610,Kirkwood,O,33.74614,-84.33607
6771,LARCENY-NON VEHICLE,123011272,10/27/2012,75 5TH ST NE,505,Midtown,E,33.77609,-84.385
6772,LARCENY-NON VEHICLE,123011273,10/27/2012,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
6773,LARCENY-FROM VEHICLE,123011277,10/27/2012,849 PIEDMONT AVE NE,505,Midtown,E,33.77775,-84.38082
6774,BURGLARY-RESIDENCE,123011311,10/27/2012,3414 RUBY H HARPER BLVD SE,313,Blair Villa/Poole Creek,Z,33.66137,-84.38014
6775,LARCENY-NON VEHICLE,123011317,10/27/2012,235 PEACHTREE ST NW,509,Downtown,M,33.76044,-84.38702
6776,LARCENY-FROM VEHICLE,123011318,10/27/2012,41 PEACHTREE CIR. NE.,502,Ansley Park,E,33.79007,-84.38233
6777,LARCENY-FROM VEHICLE,123011387,10/27/2012,3179 PEACHTREE RD NE,206,Buckhead Village,B,33.84103,-84.37544
6778,LARCENY-NON VEHICLE,123011401,10/27/2012,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602
6779,AUTO THEFT,123011440,10/27/2012,625 OLIVER ST NW,103,English Avenue,L,33.77178,-84.41522
6780,LARCENY-NON VEHICLE,123011491,10/27/2012,76 WALL ST SE,511,Downtown,M,33.75267,-84.38839
6781,BURGLARY-RESIDENCE,123011522,10/27/2012,4601 WILSON JAMES RD SW,412,,P,33.69784,-84.53849
6782,LARCENY-NON VEHICLE,123011531,10/27/2012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
6783,LARCENY-FROM VEHICLE,123011586,10/27/2012,1330 W PEACHTREE ST NW,502,Midtown,E,33.79091,-84.38816
6784,BURGLARY-RESIDENCE,123011620,10/27/2012,993 BOULEVARD SE,605,Grant Park,W,33.72734,-84.36869
6785,LARCENY-FROM VEHICLE,123011668,10/27/2012,740 CAMERON M ALEXANDER BLVD NW,103,English Avenue,L,33.76779,-84.4116
6786,AGG ASSAULT,123011676,10/27/2012,476 CHAPPELL RD NW,107,Grove Park,J,33.76828,-84.43342
6787,ROBBERY-PEDESTRIAN,123011699,10/27/2012,1182 WOODLAND AVE NE,213,Lindridge/Martin Manor,F,33.81497,-84.34939
6788,LARCENY-FROM VEHICLE,123011770,10/27/2012,312 HAMILTON E HOLMES DR NW,112,Collier Heights,I,33.76406,-84.47013
6789,AUTO THEFT,123011779,10/27/2012,840 VENETTA PL NW,112,Collier Heights,I,33.77809,-84.48701
6790,LARCENY-FROM VEHICLE,123011795,10/27/2012,2559 DALE CREEK DR NW,112,Collier Heights,I,33.76479,-84.47466
6791,BURGLARY-RESIDENCE,123011843,10/27/2012,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
6792,LARCENY-NON VEHICLE,123011872,10/27/2012,1943 PEACHTREE RD NE,207,Brookwood Hills,E,33.80799,-84.39355
6793,LARCENY-FROM VEHICLE,123011878,10/27/2012,3170 ABBEY DR SW,414,Princeton Lakes,P,33.66746,-84.51237
6794,LARCENY-FROM VEHICLE,123011879,10/27/2012,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.79333,-84.47416
6795,LARCENY-NON VEHICLE,123011890,10/27/2012,800 CHEROKEE AVE SE @ZOO,605,Grant Park,W,33.7338,-84.37184
6796,LARCENY-NON VEHICLE,123011906,10/27/2012,240 N HIGHLAND AVE NE,602,Inman Park,N,33.76248,-84.35969
6797,AUTO THEFT,123011987,10/27/2012,1310 KENILWORTH DR SW,403,Venetian Hills,S,33.7193,-84.4339
6798,AGG ASSAULT,123012006,10/27/2012,1986 NORTH AVE NW,107,Grove Park,J,33.76831,-84.45288
6799,AUTO THEFT,123012015,10/27/2012,715 VICTORIA PL SW,401,West End,T,33.73532,-84.41699
6800,LARCENY-NON VEHICLE,123012020,10/27/2012,1943 PEACHTREE RD NE,207,Brookwood Hills,E,33.80799,-84.39355
6801,LARCENY-NON VEHICLE,123012085,10/27/2012,854 OAK ST SW,401,West End,T,33.74057,-84.41685
6802,LARCENY-FROM VEHICLE,123012089,10/27/2012,709 CHEROKEE AVE SE,605,Grant Park,W,33.73524,-84.37374
6803,BURGLARY-RESIDENCE,123012095,10/27/2012,954 WILLIS MILL RD SW,406,Audobon Forest,I,33.72971,-84.46912
6804,ROBBERY-PEDESTRIAN,123012098,10/27/2012,1575 MARTIN L KING JR DR NW @MOZLEY PARK,104,Mozley Park,K,33.7529,-84.43904
6805,LARCENY-NON VEHICLE,123012099,10/27/2012,232 FORSYTH ST SW,512,Downtown,M,33.74852,-84.39636
6806,AUTO THEFT,123012138,10/27/2012,428 CONNELL AVE SW,309,Perkerson,X,33.68274,-84.40341
6807,LARCENY-NON VEHICLE,123012261,10/27/2012,1380 ATLANTIC DR NW,501,Atlantic Station,E,33.79282,-84.39779
6808,AUTO THEFT,123012270,10/27/2012,1237 OAKLAND DR SW,403,Oakland City,S,33.72117,-84.42772
6809,AUTO THEFT,123012360,10/27/2012,1683 SYLVAN RD SW,306,Sylvan Hills,X,33.7085,-84.41845
6810,BURGLARY-RESIDENCE,123012402,10/27/2012,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637
6811,LARCENY-FROM VEHICLE,123012412,10/27/2012,2308 CASCADE RD SW,409,Adams Park,R,33.72212,-84.46392
6812,LARCENY-FROM VEHICLE,123012472,10/27/2012,3101 PIEDMONT RD NE,211,Peachtree Park,B,33.84075,-84.36979
6813,LARCENY-FROM VEHICLE,123012489,10/27/2012,ABBOTT ST SW / BALDWIN ST SW,104,Harris Chiles,T,33.74631,-84.41978
6814,LARCENY-FROM VEHICLE,123012577,10/27/2012,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051
6815,LARCENY-FROM VEHICLE,123012589,10/27/2012,1026 WESTVIEW DR SW,104,Midtown,E,33.77863,-84.37676
6816,LARCENY-FROM VEHICLE,123012603,10/27/2012,1726 CENTRA VILLA DR SW,408,Venetian Hills,S,33.70887,-84.45526
6817,AUTO THEFT,123012629,10/27/2012,120 HARWELL RD NW,111,,I,33.75457,-84.49304
6818,LARCENY-NON VEHICLE,123012643,10/27/2012,4485 CAMPBELLTON RD SW,412,,P,33.69635,-84.53496
6819,LARCENY-FROM VEHICLE,123012652,10/27/2012,496 LAKE AVE NE,602,Inman Park,N,33.76164,-84.35787
6820,BURGLARY-RESIDENCE,123012654,10/27/2012,3046 MIDDLETON RD NW,111,,I,33.7529,-84.48932
6821,LARCENY-FROM VEHICLE,123012669,10/27/2012,1000 SELLS AVE SW,104,Harris Chiles,T,33.74526,-84.42036
6822,AUTO THEFT,123012692,10/27/2012,399 AMAL DR SW,307,Amal Heights,Y,33.70758,-84.39924
6823,AUTO THEFT,123012695,10/27/2012,291 HAMILTON E HOLMES DR NW,108,Center Hill,J,33.763,-84.46921
6824,AGG ASSAULT,123012715,10/27/2012,287 UPSHAW ST SW,307,Joyland,Y,33.71099,-84.39848
6825,LARCENY-NON VEHICLE,123012745,10/27/2012,457 JEFFERSON CHASE CIR SE,312,Glenrose Heights,Z,33.66654,-84.38299
6826,AGG ASSAULT,123012775,10/27/2012,514 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74034,-84.34521
6827,BURGLARY-RESIDENCE,123012875,10/27/2012,2001 SYLVAN RD SW,306,Sylvan Hills,X,33.69981,-84.4184
6828,AUTO THEFT,123018009,10/27/2012,1 HARTSFIELD CENTER,701,,X,33.65369,-84.42723
6829,LARCENY-NON VEHICLE,123018025,10/27/2012,6000 NORTH TERMINAL PARKWAY,706,,,33.64184,-84.4477
6830,LARCENY-NON VEHICLE,123018040,10/27/2012,5952 SPINE ROAD,706,,,33.64075,-84.44589
6831,LARCENY-FROM VEHICLE,123002875,10/27/2012,500 10TH STREET,502,,E,33.78186,-84.373
6832,AGG ASSAULT,123002883,10/26/2012,865 ERIN AVE SW,301,Capitol View,X,33.7195,-84.41649
6833,LARCENY-FROM VEHICLE,123002981,10/26/2012,363 ELMIRA PL NE,608,Candler Park,N,33.76432,-84.3466
6834,AUTO THEFT,123003033,10/26/2012,1344 METROPOLITAN PKWY ,301,Capitol View Manor,X,33.71827,-84.40785
6835,AUTO THEFT,123003035,10/26/2012,1050 FOREST VALLEY DR SE,313,South River Gardens,Z,33.65081,-84.35644
6836,LARCENY-NON VEHICLE,123008006,10/26/2012,6000 S TERMINAL PKWY,704,,,33.63751,-84.44824
6837,LARCENY-NON VEHICLE,122992605,10/26/2012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
6838,LARCENY-NON VEHICLE,123000039,10/26/2012,971 BECKWITH ST SW,104,Ashview Heights,T,33.75265,-84.41935
6839,AUTO THEFT,123000110,10/26/2012,1406 GRAHAM ST SW,301,Capitol View,X,33.71648,-84.41585
6840,LARCENY-FROM VEHICLE,123000153,10/26/2012,674 SPRING ST NW,505,Midtown,E,33.77308,-84.38924
6841,AUTO THEFT,123000244,10/26/2012,140  LAKEWOOD WAY SW / HILLTOP DR SW,307,Lakewood Heights,Y,33.69974,-84.39319
6842,LARCENY-FROM VEHICLE,123000259,10/26/2012,2002 LAKEWOOD WAY SW ,307,Lakewood Heights,Y,33.70226,-84.39452
6843,BURGLARY-NONRES,123000319,10/26/2012,798 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77414,-84.36115
6844,ROBBERY-PEDESTRIAN,123000418,10/26/2012,2095 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69753,-84.4084
6845,BURGLARY-NONRES,123000462,10/26/2012,906 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73794,-84.41735
6846,BURGLARY-RESIDENCE,123000553,10/26/2012,200 PEYTON PL SW,405,Harland Terrace,I,33.7499,-84.47534
6847,AUTO THEFT,123000559,10/26/2012,1987 OANA ST SW,306,Sylvan Hills,X,33.70032,-84.41346
6848,AUTO THEFT,123000587,10/26/2012,515 RALPH D ABERNATHY BLVD SW,302,Pittsburgh,V,33.73669,-84.40518
6849,ROBBERY-PEDESTRIAN,123000602,10/26/2012,1493 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76389,-84.43649
6850,AUTO THEFT,123000606,10/26/2012,1959 OANA ST SW,306,Sylvan Hills,X,33.70109,-84.41344
6851,BURGLARY-RESIDENCE,123000620,10/26/2012,801 BOLTON RD NW,114,Fairburn Heights,H,33.77725,-84.50109
6852,LARCENY-FROM VEHICLE,123000670,10/26/2012,500 10TH ST NE,502,,E,33.78186,-84.373
6853,LARCENY-NON VEHICLE,123000699,10/26/2012,2025 PEACHTREE RD NE,207,,E,33.80965,-84.39144
6854,LARCENY-FROM VEHICLE,123000754,10/26/2012,255 MURRAY HILL AVE NE,610,Kirkwood,O,33.7602,-84.31592
6855,ROBBERY-PEDESTRIAN,123000792,10/26/2012,2002 LAKEWOOD AVE SE ,307,Lakewood Heights,Y,33.7007,-84.39835
6856,BURGLARY-RESIDENCE,123000840,10/26/2012,916 REDFORD DR,308,Rebel Valley Forest,Z,33.68903,-84.35953
6857,BURGLARY-RESIDENCE,123000863,10/26/2012,1061 STONEWALL DR SE,308,Leila Valley,Z,33.69172,-84.35653
6858,AUTO THEFT,123000871,10/26/2012,726 LEXINGTON AVE SW,301,Adair Park,V,33.72378,-84.41169
6859,LARCENY-NON VEHICLE,123000917,10/26/2012,77 RANDOLPH ST NE,604,Old Fourth Ward,M,33.75634,-84.36785
6860,BURGLARY-NONRES,123000960,10/26/2012,442 SCHOOL DR SE,312,Orchard Knob,Z,33.67245,-84.37509
6861,BURGLARY-RESIDENCE,123000963,10/26/2012,1273 ALMONT DR SW,403,Oakland City,S,33.72612,-84.42952
6862,LARCENY-NON VEHICLE,123001027,10/26/2012,3459 ADKINS RD NW,114,Fairburn Heights,H,33.7738,-84.50424
6863,LARCENY-NON VEHICLE,123001042,10/26/2012,683 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73646,-84.41838
6864,AUTO THEFT,123001089,10/26/2012,1391 LOCKWOOD DR SW,403,Venetian Hills,S,33.71732,-84.43904
6865,BURGLARY-RESIDENCE,123001152,10/26/2012,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
6866,ROBBERY-COMMERCIAL,123001158,10/26/2012,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
6867,BURGLARY-RESIDENCE,123001228,10/26/2012,236 ORMOND ST SE,304,Summerhill,V,33.73172,-84.38001
6868,LARCENY-FROM VEHICLE,123001235,10/26/2012,1050 NORTH AVE NW,106,Bankhead,K,33.76842,-84.42182
6869,LARCENY-NON VEHICLE,123001275,10/26/2012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
6870,LARCENY-NON VEHICLE,123001296,10/26/2012,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
6871,BURGLARY-RESIDENCE,123001370,10/26/2012,1015 IRA ST SW,302,Pittsburgh,V,33.72717,-84.40019
6872,LARCENY-NON VEHICLE,123001435,10/26/2012,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
6873,LARCENY-NON VEHICLE,123001447,10/26/2012,50 HURT PLZ SE,510,Downtown,M,33.75403,-84.38779
6874,LARCENY-FROM VEHICLE,123001448,10/26/2012,2950 SPRINGDALE RD SW,309,Hammond Park,X,33.67443,-84.41557
6875,ROBBERY-PEDESTRIAN,123001528,10/26/2012,2405 FAIRBURN RD SW @BEN HILL PARK,413,,P,33.6889,-84.51291
6876,LARCENY-NON VEHICLE,123001554,10/26/2012,320 LUCKIE ST,508,Downtown,M,33.7632,-84.39637
6877,LARCENY-NON VEHICLE,123001585,10/26/2012,3214 BENJAMIN E MAYS DR SW,406,West Manor,I,33.7349,-84.49341
6878,LARCENY-NON VEHICLE,123001587,10/26/2012,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
6879,LARCENY-FROM VEHICLE,123001597,10/26/2012,1455 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79579,-84.42575
6880,BURGLARY-RESIDENCE,123001615,10/26/2012,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74662,-84.40755
6881,LARCENY-NON VEHICLE,123001626,10/26/2012,1225 CAROLINE ST NE,609,Edgewood,O,33.75605,-84.34813
6882,AUTO THEFT,123001648,10/26/2012,131 PONCE DE LEON AV NW,505,Midtown,E,33.77244,-84.38108
6883,BURGLARY-RESIDENCE,123001677,10/26/2012,1673 WESTHAVEN DR SW,404,Cascade Avenue/Road,S,33.73282,-84.44257
6884,LARCENY-FROM VEHICLE,123001688,10/26/2012,133 TRINITY AVE,512,Downtown,M,33.74905,-84.39215
6885,AUTO THEFT,123001693,10/26/2012,746 BROOKLINE ST SW,301,Adair Park,V,33.72689,-84.41205
6886,BURGLARY-RESIDENCE,123001702,10/26/2012,1762 BUCKEYE ST SW,306,Sylvan Hills,X,33.70726,-84.41695
6887,LARCENY-FROM VEHICLE,123001724,10/26/2012,250 GEORGIA AVE SE,605,Grant Park,W,33.73682,-84.37945
6888,BURGLARY-RESIDENCE,123001740,10/26/2012,1126 WEDGEWOOD DR NW,113,Carey Park,G,33.78583,-84.47603
6889,AGG ASSAULT,123001776,10/26/2012,3961 CORNELL BLVD SW,407,Baker Hills,H,33.75903,-84.51707
6890,LARCENY-NON VEHICLE,123001802,10/26/2012,189 17TH ST NE,502,Ansley Park,E,33.79298,-84.37945
6891,LARCENY-NON VEHICLE,123001806,10/26/2012,1594 OCALA AVE SW,403,Cascade Avenue/Road,S,33.7273,-84.44047
6892,ROBBERY-PEDESTRIAN,123001867,10/26/2012,1631 STANTON RD SW,408,,R,33.70991,-84.44434
6893,BURGLARY-RESIDENCE,123001877,10/26/2012,2076 BENT CREEK WAY SW,410,Campbellton Road,R,33.70149,-84.46659
6894,AUTO THEFT,123001885,10/26/2012,428 CONNELL AVE SW,309,Perkerson,X,33.68274,-84.40341
6895,AGG ASSAULT,123001974,10/26/2012,205 PARK AVE WEST SW,508,Downtown,M,33.76224,-84.39533
6896,AGG ASSAULT,123002036,10/26/2012,898 KINGS GRANT DR NW,112,Collier Heights,I,33.7784,-84.48183
6897,LARCENY-NON VEHICLE,123002037,10/26/2012,21 PEACHTREE PL NW,503,Midtown,E,33.78091,-84.38801
6898,AGG ASSAULT,123002046,10/26/2012,2003 HONEYSUCKLE LN SW,408,Venetian Hills,S,33.7108,-84.4539
6899,AGG ASSAULT,123002079,10/26/2012,1965 PLAZA LN SW,410,Campbellton Road,R,33.70535,-84.45275
6900,AUTO THEFT,123002098,10/26/2012,850 OAK ST SW,401,West End,T,33.74057,-84.4168
6901,LARCENY-NON VEHICLE,123002100,10/26/2012,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
6902,LARCENY-FROM VEHICLE,123002130,10/26/2012,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
6903,LARCENY-NON VEHICLE,123002164,10/26/2012,976 GRANT ST SE,605,Grant Park,W,33.72771,-84.37616
6904,LARCENY-FROM VEHICLE,123002174,10/26/2012,1594 EZRA CHURCH DR NW,105,West Lake,J,33.75812,-84.44034
6905,LARCENY-FROM VEHICLE,123002236,10/26/2012,435 MCWILLIAMS AVE SE,612,East Atlanta,W,33.74193,-84.33632
6906,LARCENY-FROM VEHICLE,123002250,10/26/2012,800 W MARIETTA ST NW,103,English Avenue,L,33.78022,-84.41514
6907,AUTO THEFT,123002290,10/26/2012,98 ANDERSON AVE NW,108,Dixie Hills,J,33.75661,-84.44953
6908,LARCENY-NON VEHICLE,123002359,10/26/2012,1593 EZRA CHURCH DR NW,105,West Lake,J,33.75827,-84.43984
6909,LARCENY-NON VEHICLE,123002361,10/26/2012,48 ARMSTRONG ST SE,510,Downtown,M,33.75304,-84.38226
6910,AUTO THEFT,123002412,10/26/2012,658 PLAINVILLE DR SW,407,Wildwood (NPU-H),H,33.74279,-84.52059
6911,BURGLARY-RESIDENCE,123002427,10/26/2012,3294 HAZELWOOD DR SW,406,Magnum Manor,I,33.72733,-84.49612
6912,AGG ASSAULT,123002463,10/26/2012,1013 ASHBY GROVE CIR,104,Ashview Heights,T,33.75012,-84.42104
6913,LARCENY-FROM VEHICLE,123002487,10/26/2012,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212
6914,AGG ASSAULT,123002491,10/26/2012,1264 WESTMONT RD SW,403,Venetian Hills,S,33.72077,-84.43738
6915,AUTO THEFT,123002496,10/26/2012,428 CONNELL AVE SW,309,Perkerson,X,33.68274,-84.40341
6916,AUTO THEFT,123002497,10/26/2012,428 CONNELL AVE SW,309,Perkerson,X,33.68274,-84.40341
6917,BURGLARY-RESIDENCE,123002528,10/26/2012,2380 METROPOLITAN PKWY SW,309,Perkerson,X,33.68998,-84.40808
6918,LARCENY-NON VEHICLE,123002530,10/26/2012,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423
6919,AGG ASSAULT,123002604,10/26/2012,239 POLAR ROCK RD SW,310,Polar Rock,Z,33.69581,-84.39651
6920,AUTO THEFT,123002620,10/26/2012,830 VENETTA PL NW,112,Collier Heights,I,33.77778,-84.48687
6921,ROBBERY-PEDESTRIAN,123002642,10/26/2012,778 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41371
6922,LARCENY-NON VEHICLE,123002667,10/26/2012,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
6923,LARCENY-NON VEHICLE,123002710,10/26/2012,530 PIEDMONT AVE NE,509,Downtown,M,33.76909,-84.38208
6924,ROBBERY-RESIDENCE,123002715,10/26/2012,1004 ARDWICK CT SE,313,South River Gardens,Z,33.65556,-84.35257
6925,ROBBERY-PEDESTRIAN,123002724,10/26/2012,977 WESTMOOR DR NW,105,Washington Park,K,33.75974,-84.41956
6926,ROBBERY-COMMERCIAL,123002779,10/26/2012,1175 RALPH D. ABERNATHY,401,West End,T,33.73893,-84.42634
6927,LARCENY-FROM VEHICLE,123002819,10/26/2012,1587 HOWELL MILL RD NW,207,Berkeley Park,D,33.79835,-84.41575
6928,LARCENY-NON VEHICLE,123002833,10/26/2012,2371 GLENWOOD AVE SE,611,East Lake,O,33.73966,-84.30934
6929,LARCENY-FROM VEHICLE,123002840,10/26/2012,655 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76133,-84.36687
6930,ROBBERY-PEDESTRIAN,122990039,10/25/2012,878 PROCTOR ST NW,103,English Avenue,L,33.76488,-84.41663
6931,BURGLARY-RESIDENCE,122990190,10/25/2012,1024 OAKLAND DR SW,402,Oakland City,S,33.72697,-84.42702
6932,BURGLARY-RESIDENCE,122990246,10/25/2012,1935 AKRON DR SE,308,Thomasville Heights,Z,33.70123,-84.35282
6933,AGG ASSAULT,122990325,10/25/2012,1635 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.70941,-84.34994
6934,AUTO THEFT,122990453,10/25/2012,190 KIRKWOOD RD NE,610,Kirkwood,O,33.75731,-84.32174
6935,BURGLARY-NONRES,122990468,10/25/2012,3324 NORTHSIDE PKWY NW,201,West Paces Ferry/Northside,A,33.84704,-84.42959
6936,ROBBERY-PEDESTRIAN,122990488,10/25/2012,356 BOULEVARD NE,603,Old Fourth Ward,M,33.76421,-84.37206
6937,AUTO THEFT,122990524,10/25/2012,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964
6938,AUTO THEFT,122990664,10/25/2012,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
6939,LARCENY-FROM VEHICLE,122990670,10/25/2012,2612 FORREST WAY NE,206,Peachtree Heights East,B,33.82584,-84.37982
6940,LARCENY-NON VEHICLE,122990740,10/25/2012,29 PEACHTREE PL,503,Midtown,E,33.7805,-84.38752
6941,LARCENY-NON VEHICLE,122990768,10/25/2012,1066 HEMPHILL AVE NW,501,Home Park,E,33.78384,-84.40583
6942,AUTO THEFT,122990857,10/25/2012,2444 ADINA DR NE,211,Lindbergh/Morosgo,B,33.82192,-84.36334
6943,BURGLARY-RESIDENCE,122990887,10/25/2012,82 W LAKE AVE SW,104,Mozley Park,K,33.75283,-84.44405
6944,LARCENY-FROM VEHICLE,122990934,10/25/2012,850 OAK ST SW @WEST END MALL,401,West End,T,33.74053,-84.41671
6945,LARCENY-FROM VEHICLE,122990964,10/25/2012,350 LANIER ST NW,107,Grove Park,J,33.76473,-84.44016
6946,BURGLARY-RESIDENCE,122990965,10/25/2012,3127 LENOX RD NE,210,Pine Hills,B,33.84005,-84.35799
6947,LARCENY-NON VEHICLE,122990980,10/25/2012,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
6948,BURGLARY-RESIDENCE,122990996,10/25/2012,969 ARDEN AVE SW,301,Capitol View,X,33.71723,-84.41988
6949,BURGLARY-RESIDENCE,122991018,10/25/2012,2700 PINE TREE RD NE,210,Pine Hills,B,33.82662,-84.3592
6950,BURGLARY-RESIDENCE,122991034,10/25/2012,4380 GARMON RD NW,202,Mt. Paran/Northside,A,33.87503,-84.4274
6951,LARCENY-NON VEHICLE,122991050,10/25/2012,950 W PEACHTREE ST ,503,Midtown,E,33.7805,-84.38752
6952,LARCENY-FROM VEHICLE,122991090,10/25/2012,676  HIGHLAND AVE NE,603,Old Fourth Ward,M,33.76142,-84.36492
6953,ROBBERY-PEDESTRIAN,122991107,10/25/2012,374 CLEVELAND AVE SW,311,Hammond Park,X,33.68076,-84.40126
6954,LARCENY-FROM VEHICLE,122991128,10/25/2012,130 WEST PACES FERRY RD,206,Peachtree Heights West,B,33.84192,-84.38627
6955,LARCENY-NON VEHICLE,122991158,10/25/2012,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659
6956,LARCENY-FROM VEHICLE,122991171,10/25/2012,3500 PEACHTREE RD NE ,208,North Buckhead,B,33.85252,-84.36116
6957,LARCENY-NON VEHICLE,122991188,10/25/2012,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
6958,LARCENY-NON VEHICLE,122991203,10/25/2012,3500 PEACHTREE RD,208,North Buckhead,B,33.85252,-84.36116
6959,LARCENY-FROM VEHICLE,122991218,10/25/2012,452 GRIFFIN ST NW,103,English Avenue,L,33.76696,-84.41136
6960,LARCENY-FROM VEHICLE,122991235,10/25/2012,682 JETT ST NW,103,English Avenue,L,33.76711,-84.40978
6961,BURGLARY-RESIDENCE,122991239,10/25/2012,805 SPENCER ST NW,102,Vine City,L,33.75995,-84.41389
6962,BURGLARY-RESIDENCE,122991263,10/25/2012,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.79333,-84.47416
6963,BURGLARY-RESIDENCE,122991269,10/25/2012,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067
6964,LARCENY-NON VEHICLE,122991278,10/25/2012,12 BROAD,511,Downtown,M,33.7532,-84.39201
6965,ROBBERY-PEDESTRIAN,122991304,10/25/2012,54 JOSEPH E. LOWERY BLVD SW,101,Atlanta University Center,T,33.75299,-84.41689
6966,LARCENY-NON VEHICLE,122991323,10/25/2012,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067
6967,LARCENY-FROM VEHICLE,122991324,10/25/2012,1040 HUFF RD NW ,203,Blandtown,D,33.78868,-84.42207
6968,LARCENY-NON VEHICLE,122991358,10/25/2012,192 FAIRBURN RD SW,407,Adamsville,H,33.74957,-84.50734
6969,AUTO THEFT,122991370,10/25/2012,545 MILAM AVE SW,309,Perkerson,X,33.694,-84.40663
6970,LARCENY-FROM VEHICLE,122991407,10/25/2012,75 14TH ST NE,503,Midtown,E,33.78656,-84.38548
6971,ROBBERY-COMMERCIAL,122991447,10/25/2012,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423
6972,LARCENY-NON VEHICLE,122991458,10/25/2012,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467
6973,LARCENY-NON VEHICLE,122991490,10/25/2012,1733 EVANS DR SW,306,Sylvan Hills,X,33.70748,-84.42386
